Hours_Studied,Attendance,Sleep_Hours,Motivation_Level,Parental_Involvement,Access_to_Resources,Tutoring_Sessions,Internet_Access,Extracurricular_Activities,Peer_Influence,Learning_Disabilities,Physical_Activity,Gender
34,93,6,Low,Low,Medium,2,Yes,No,Neutral,No,3,Female
25,72,8,Low,Medium,Medium,3,Yes,Yes,Positive,No,3,Male
23,74,8,Medium,High,Medium,2,Yes,No,Negative,No,2,Female
12,97,7,Low,Medium,High,0,Yes,Yes,Positive,No,4,Female
12,67,8,Medium,Medium,High,2,Yes,Yes,Positive,No,3,Male
22,62,9,Medium,High,Medium,2,Yes,No,Neutral,No,2,Male
21,78,8,Medium,Low,High,1,No,No,Negative,No,5,Female
16,92,8,Medium,Medium,High,1,Yes,Yes,Positive,No,2,Male
21,91,6,High,High,Medium,1,Yes,Yes,Positive,No,3,Female
30,97,6,High,Medium,High,1,Yes,Yes,Neutral,No,2,Male
24,81,9,High,Medium,High,2,Yes,Yes,Positive,No,3,Male
13,64,6,Medium,Low,Low,1,Yes,No,Neutral,No,2,Female
19,84,8,Medium,Low,Medium,0,Yes,Yes,Neutral,Yes,3,Male
15,91,10,Low,Low,Medium,2,Yes,No,Neutral,No,3,Female
18,64,8,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
18,67,7,Medium,Low,High,5,Yes,Yes,Positive,No,2,Male
17,60,5,Medium,Medium,Medium,1,Yes,Yes,Negative,No,4,Male
12,84,7,Medium,Low,Medium,3,Yes,No,Neutral,No,3,Male
19,95,9,Medium,High,High,3,Yes,Yes,Positive,No,4,Male
17,87,7,High,High,High,1,Yes,Yes,Positive,No,2,Male
2,99,9,Low,Medium,Low,0,Yes,Yes,Neutral,No,4,Male
32,63,8,Medium,Medium,High,2,No,No,Positive,Yes,5,Female
27,96,7,Medium,High,Low,1,Yes,Yes,Neutral,No,3,Male
18,93,7,Low,Medium,Medium,2,Yes,No,Neutral,No,4,Female
20,73,5,High,High,High,1,Yes,No,Negative,No,2,Male
13,99,6,Medium,Low,High,0,No,Yes,Positive,No,4,Male
30,72,6,Medium,High,High,1,Yes,Yes,Neutral,No,3,Female
31,96,8,Medium,Medium,Low,2,Yes,Yes,Neutral,No,3,Male
21,95,7,Low,Low,Low,1,Yes,No,Positive,No,2,Male
26,90,9,Medium,High,High,1,Yes,Yes,Neutral,No,4,Male
21,83,7,Low,High,Low,0,No,Yes,Neutral,No,2,Female
12,65,6,Medium,Medium,Low,1,Yes,Yes,Positive,No,3,Female
18,81,6,Low,High,High,1,Yes,No,Positive,No,3,Male
21,74,6,High,Low,Medium,3,Yes,No,Positive,No,2,Male
17,92,7,Medium,Medium,Medium,1,Yes,No,Neutral,No,2,Female
19,90,6,High,Low,Low,1,Yes,Yes,Negative,Yes,3,Male
19,96,5,Medium,Medium,High,4,Yes,Yes,Neutral,No,1,Male
20,61,9,Medium,High,High,2,Yes,Yes,Positive,No,4,Male
20,92,7,Medium,Medium,Low,2,Yes,No,Positive,No,2,Male
14,98,7,Medium,Low,Medium,0,No,No,Positive,No,3,Male
16,92,6,Low,Medium,Medium,2,No,No,Neutral,Yes,3,Female
12,65,5,High,Medium,High,0,Yes,Yes,Negative,No,2,Male
26,63,7,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,4,Male
7,61,4,High,Low,High,1,Yes,Yes,Positive,No,5,Female
27,85,8,Medium,High,Medium,2,Yes,Yes,Neutral,Yes,4,Male
28,85,6,Low,Medium,Medium,1,Yes,Yes,Neutral,No,1,Male
18,99,7,Low,Medium,High,1,Yes,Yes,Neutral,No,3,Male
4,76,8,Medium,Medium,Medium,2,Yes,Yes,Positive,No,2,Female
18,73,7,Low,Medium,High,1,Yes,Yes,Neutral,Yes,1,Male
20,85,5,Low,Low,Medium,1,Yes,Yes,Neutral,No,2,Male
14,93,9,Low,Medium,Low,4,Yes,Yes,Neutral,No,2,Female
17,97,5,Low,Medium,Medium,2,Yes,No,Positive,No,3,Female
29,92,4,Low,High,Medium,1,Yes,Yes,Neutral,No,4,Female
24,77,8,High,Low,Medium,0,Yes,No,Neutral,No,3,Male
14,85,5,Medium,High,High,2,Yes,Yes,Positive,No,3,Male
10,94,9,Low,Low,Medium,0,Yes,No,Positive,No,2,Male
18,80,8,Medium,Low,High,2,No,Yes,Negative,No,4,Male
19,69,7,Low,Medium,Medium,1,Yes,Yes,Positive,No,4,Female
23,67,6,Medium,Low,Medium,2,Yes,No,Neutral,No,4,Male
17,60,6,Medium,Medium,Low,0,Yes,No,Positive,No,2,Female
23,89,6,Low,High,High,0,Yes,Yes,Positive,No,3,Male
32,64,6,Medium,Low,Low,1,Yes,Yes,Neutral,No,5,Male
25,70,9,Medium,Medium,Low,2,No,No,Negative,No,2,Female
20,72,6,Low,Medium,Low,1,Yes,Yes,Negative,No,3,Male
19,82,8,High,Medium,Medium,2,Yes,Yes,Positive,No,3,Female
18,76,9,High,Medium,Medium,1,Yes,No,Positive,No,3,Female
27,87,6,Medium,High,Low,0,Yes,No,Neutral,No,2,Male
16,62,8,Low,Low,Medium,2,Yes,Yes,Neutral,No,2,Male
20,65,6,Medium,High,Medium,0,Yes,No,Negative,Yes,4,Male
20,80,7,Low,Medium,High,0,No,Yes,Neutral,No,2,Female
17,73,6,Low,Medium,High,2,Yes,Yes,Negative,No,3,Male
12,72,6,High,Medium,Medium,2,Yes,No,Positive,No,3,Female
22,63,7,Low,Medium,Medium,3,Yes,Yes,Neutral,No,4,Male
20,96,5,Medium,Low,Medium,0,Yes,Yes,Neutral,No,3,Female
23,88,8,High,Low,High,2,Yes,No,Positive,Yes,3,Female
17,65,5,Low,Medium,Medium,2,Yes,Yes,Positive,No,3,Male
27,63,5,Medium,High,Medium,1,No,No,Positive,No,4,Male
15,99,7,High,Low,High,4,No,Yes,Positive,No,2,Male
30,87,6,Low,High,High,1,Yes,Yes,Neutral,No,4,Male
10,77,8,Medium,Medium,High,0,Yes,No,Neutral,Yes,4,Male
23,88,7,Low,High,High,3,No,No,Positive,No,1,Male
23,90,5,Medium,Medium,High,2,Yes,No,Positive,No,2,Female
15,91,8,Medium,Low,High,4,Yes,No,Neutral,No,1,Female
23,79,7,Medium,High,Medium,2,Yes,Yes,Neutral,No,4,Female
28,77,7,Medium,Low,High,3,Yes,Yes,Positive,Yes,3,Male
7,60,10,Low,Medium,High,0,Yes,Yes,Positive,No,3,Female
23,97,9,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,4,Male
5,84,7,Low,Medium,Medium,1,No,Yes,Positive,No,3,Male
14,68,5,High,High,Low,2,Yes,Yes,Positive,No,3,Male
30,97,5,Medium,High,High,0,Yes,No,Positive,No,2,Male
17,97,9,Medium,High,Medium,2,Yes,Yes,Positive,No,2,Male
13,100,6,Medium,High,Medium,0,No,No,Positive,No,5,Male
19,95,7,High,Medium,Medium,0,No,Yes,Positive,No,2,Female
32,100,5,Medium,Low,High,4,No,Yes,Positive,No,3,Male
9,70,8,Low,High,Medium,2,No,No,Negative,No,2,Female
14,94,9,High,Medium,Medium,2,Yes,No,Positive,No,3,Male
29,93,9,Medium,Low,Medium,4,No,Yes,Positive,No,3,Male
31,69,6,Low,Medium,Low,4,Yes,Yes,Negative,No,2,Male
19,64,8,Low,High,Low,3,Yes,Yes,Neutral,No,3,Female
13,99,7,High,Low,Medium,3,Yes,No,Negative,No,3,Male
33,72,8,Low,High,Medium,3,Yes,No,Neutral,No,4,Male
30,95,7,Medium,Medium,Medium,3,Yes,Yes,Neutral,No,1,Male
24,60,6,Low,Low,Medium,3,Yes,Yes,Positive,No,2,Male
15,61,9,Medium,High,Low,1,Yes,Yes,Neutral,No,3,Female
20,79,7,Low,High,High,2,Yes,Yes,Neutral,No,2,Male
19,70,6,Low,Medium,Medium,2,Yes,Yes,Positive,No,3,Male
22,88,7,Medium,Medium,Low,3,Yes,Yes,Positive,No,2,Female
29,83,6,High,Medium,Low,1,Yes,Yes,Neutral,No,4,Male
25,63,8,Medium,High,Low,0,Yes,Yes,Positive,Yes,1,Female
14,67,7,Low,Low,Low,0,Yes,Yes,Neutral,No,4,Female
28,76,6,Low,Medium,Medium,0,Yes,Yes,Positive,No,2,Female
22,67,10,Medium,High,High,2,Yes,No,Neutral,No,3,Male
24,92,5,Medium,Medium,Medium,2,Yes,No,Negative,No,4,Female
29,77,8,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
13,64,7,Medium,High,High,1,Yes,Yes,Neutral,No,1,Female
20,79,5,Medium,High,Medium,1,Yes,Yes,Neutral,No,5,Male
17,64,6,Medium,High,High,0,Yes,Yes,Positive,No,1,Male
11,65,5,Medium,Medium,Low,2,Yes,Yes,Neutral,No,2,Female
22,70,10,Low,High,Low,0,Yes,No,Positive,No,2,Male
35,94,7,Medium,High,Medium,1,Yes,Yes,Positive,No,2,Female
9,97,7,Medium,Low,Medium,4,Yes,Yes,Neutral,No,5,Female
20,93,10,Medium,Medium,High,1,Yes,No,Neutral,No,2,Male
24,73,6,Medium,Low,Low,0,Yes,Yes,Negative,Yes,2,Male
21,71,9,Low,High,Medium,2,Yes,Yes,Positive,No,1,Male
19,82,8,Low,High,Medium,2,Yes,No,Negative,No,4,Female
12,89,4,Low,High,Low,2,Yes,Yes,Negative,No,4,Male
21,100,6,Medium,Low,High,1,No,No,Positive,No,3,Female
15,65,8,Medium,Medium,Medium,1,Yes,No,Neutral,No,4,Female
7,62,7,Medium,Low,High,1,Yes,No,Neutral,No,5,Female
27,88,7,Medium,High,High,2,Yes,Yes,Positive,No,2,Female
26,93,6,Medium,Medium,Medium,2,Yes,Yes,Neutral,No,3,Female
20,94,6,Medium,Low,Medium,2,Yes,Yes,Negative,No,3,Male
21,87,7,High,Low,Medium,2,Yes,No,Negative,Yes,3,Male
26,98,10,Medium,Medium,Medium,0,Yes,No,Neutral,No,1,Male
21,80,6,Medium,Medium,Low,0,Yes,Yes,Negative,No,2,Female
25,97,6,Low,High,High,0,Yes,No,Positive,No,2,Female
18,99,7,Medium,Medium,Medium,1,No,Yes,Neutral,No,4,Female
28,94,5,Medium,Medium,Low,2,Yes,Yes,Negative,No,2,Female
22,72,8,High,Low,Low,2,Yes,Yes,Negative,No,4,Male
21,68,5,Medium,Medium,Medium,3,No,Yes,Positive,No,2,Male
12,82,5,Low,High,Low,2,Yes,No,Positive,No,4,Male
22,78,5,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,3,Male
15,95,5,High,Low,Low,3,Yes,No,Positive,No,3,Female
16,64,9,Medium,High,Low,1,Yes,No,Positive,No,3,Male
15,70,8,Low,Low,Medium,0,Yes,No,Positive,No,4,Female
14,90,8,Medium,High,High,4,Yes,Yes,Negative,No,2,Female
33,64,8,Low,Medium,Medium,3,No,No,Positive,No,4,Male
28,73,7,High,Medium,High,3,Yes,Yes,Positive,No,3,Male
32,75,7,Medium,Low,Low,1,Yes,No,Neutral,No,4,Male
13,85,9,High,Low,High,3,Yes,Yes,Positive,No,2,Male
20,66,9,Low,High,Low,1,Yes,No,Positive,No,1,Female
12,94,5,High,High,High,1,Yes,No,Neutral,No,2,Male
16,78,10,Low,Medium,High,0,Yes,No,Positive,No,4,Female
14,97,5,Medium,Low,High,1,No,No,Neutral,Yes,4,Female
27,79,6,Low,High,High,3,Yes,Yes,Positive,No,4,Male
18,71,7,Low,Medium,Medium,0,Yes,Yes,Neutral,No,4,Female
26,66,7,High,Medium,Medium,3,Yes,Yes,Negative,No,4,Female
24,60,10,Low,Medium,Medium,3,Yes,Yes,Neutral,No,2,Female
34,81,9,Low,Medium,Medium,1,Yes,Yes,Negative,No,2,Male
11,64,8,High,Medium,Low,1,No,Yes,Neutral,Yes,2,Male
28,76,9,Medium,Medium,Medium,0,Yes,No,Neutral,No,3,Male
27,84,8,Medium,Medium,Medium,0,Yes,No,Neutral,No,4,Male
14,71,6,Low,High,Low,0,Yes,Yes,Positive,No,3,Female
26,67,8,Medium,Medium,Medium,1,Yes,Yes,Negative,No,5,Female
22,91,7,Medium,Medium,Medium,0,No,Yes,Negative,No,3,Female
19,98,6,Medium,Medium,Low,3,Yes,Yes,Negative,No,3,Male
15,64,9,Medium,High,Medium,2,Yes,No,Neutral,No,2,Male
16,66,7,Medium,Low,High,1,Yes,Yes,Positive,No,3,Female
32,98,5,Medium,Low,High,2,Yes,No,Positive,No,3,Male
20,62,6,High,High,Medium,0,Yes,Yes,Neutral,No,3,Male
25,99,8,Medium,Low,Medium,1,No,No,Positive,No,3,Male
15,60,9,Medium,Medium,Low,1,Yes,No,Negative,No,5,Male
15,95,8,Medium,High,Low,2,Yes,No,Neutral,Yes,3,Female
26,72,8,Medium,Medium,Medium,1,Yes,Yes,Negative,No,3,Male
12,98,6,Medium,Low,High,2,Yes,Yes,Neutral,No,3,Female
18,73,7,High,Medium,High,1,Yes,Yes,Neutral,No,3,Female
20,86,7,Medium,High,High,3,Yes,No,Neutral,Yes,3,Male
21,63,7,Medium,Medium,Medium,0,Yes,Yes,Negative,No,3,Female
19,70,7,Medium,High,Low,1,Yes,No,Neutral,No,4,Male
22,91,6,Low,High,Medium,2,Yes,No,Positive,No,2,Female
24,81,8,Medium,Medium,Medium,1,Yes,Yes,Positive,No,2,Male
24,97,5,High,High,Medium,0,Yes,No,Neutral,No,5,Female
14,77,5,Low,Medium,Medium,1,Yes,Yes,Negative,No,3,Male
18,95,6,Medium,Medium,High,6,Yes,Yes,Neutral,No,3,Female
27,78,8,Low,Medium,High,0,Yes,No,Neutral,No,3,Female
25,99,8,Medium,Low,Medium,1,Yes,No,Positive,No,3,Male
12,98,4,Medium,Medium,High,3,Yes,No,Neutral,No,2,Female
22,73,8,Medium,Medium,Low,1,Yes,No,Neutral,No,3,Male
8,95,7,Low,Medium,Medium,2,Yes,No,Neutral,No,2,Male
20,94,6,High,Medium,Medium,1,Yes,Yes,Neutral,No,2,Female
31,68,7,Low,High,Medium,1,Yes,No,Positive,No,3,Female
14,85,5,Medium,Medium,Low,4,Yes,Yes,Neutral,No,3,Male
15,63,7,Medium,High,Low,4,Yes,Yes,Negative,No,2,Male
25,93,5,Medium,High,High,2,Yes,Yes,Positive,No,2,Female
11,67,6,Low,Medium,Medium,0,Yes,Yes,Positive,No,3,Female
16,63,6,Medium,Medium,High,0,Yes,Yes,Neutral,No,4,Male
24,76,8,Medium,Medium,Low,2,Yes,Yes,Positive,No,4,Male
16,83,7,Medium,High,Medium,0,Yes,Yes,Neutral,No,3,Female
19,94,8,Medium,Low,Medium,1,Yes,Yes,Negative,No,3,Female
24,99,5,Medium,Medium,Medium,0,Yes,Yes,Positive,No,3,Female
23,78,7,High,Low,Medium,0,Yes,No,Neutral,No,3,Male
22,62,8,Medium,Medium,Medium,0,Yes,Yes,Neutral,No,3,Female
18,90,9,Medium,Medium,High,1,Yes,Yes,Positive,No,3,Female
22,83,5,High,Low,Medium,2,Yes,Yes,Positive,No,3,Male
19,78,6,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,3,Male
23,72,8,Medium,High,Medium,2,No,No,Positive,No,2,Female
17,80,9,Medium,High,High,4,Yes,No,Positive,No,2,Male
19,74,7,High,Medium,Medium,1,Yes,No,Neutral,No,3,Female
14,90,5,Medium,High,Medium,0,Yes,Yes,Negative,No,3,Female
20,82,5,Medium,High,Medium,3,Yes,Yes,Neutral,Yes,1,Female
15,95,7,Low,Low,Medium,0,Yes,Yes,Neutral,No,2,Female
13,82,8,Low,Medium,High,2,Yes,No,Neutral,No,3,Male
22,70,7,Medium,High,Low,1,Yes,No,Positive,No,2,Male
21,94,5,Low,Medium,High,0,Yes,No,Neutral,No,3,Female
25,82,9,Low,High,Medium,1,Yes,Yes,Negative,No,2,Male
17,68,6,High,Medium,Medium,2,Yes,Yes,Negative,No,3,Male
22,85,8,High,Low,High,1,Yes,Yes,Positive,No,3,Male
23,74,4,Medium,Medium,Medium,3,Yes,No,Negative,No,5,Male
23,94,9,Medium,Medium,High,0,No,Yes,Negative,Yes,1,Female
15,78,6,High,Medium,Medium,1,Yes,Yes,Neutral,Yes,2,Male
21,89,9,Medium,Medium,Medium,0,Yes,No,Negative,No,3,Male
22,64,8,Low,Medium,Medium,2,Yes,No,Neutral,No,4,Female
20,76,5,Low,Medium,High,3,No,Yes,Negative,No,3,Female
7,99,7,Low,Low,High,1,No,Yes,Neutral,No,4,Female
21,92,9,Medium,High,Low,1,Yes,No,Positive,No,2,Female
33,66,6,Medium,Medium,Medium,3,Yes,Yes,Positive,No,2,Female
18,71,9,Medium,High,Medium,1,Yes,No,Positive,No,3,Female
16,73,8,Medium,High,Medium,0,Yes,Yes,Neutral,No,2,Female
22,86,9,Medium,Medium,Low,1,Yes,No,Negative,No,3,Female
22,90,7,Low,Low,Medium,0,Yes,No,Positive,No,3,Male
27,90,7,Medium,High,High,0,Yes,No,Neutral,No,3,Female
12,80,10,High,High,High,1,Yes,Yes,Positive,No,3,Male
24,92,8,High,Low,High,1,Yes,Yes,Neutral,No,3,Male
24,77,7,Low,High,High,1,Yes,Yes,Negative,No,5,Male
19,65,8,Low,Low,Medium,1,Yes,No,Neutral,No,4,Male
22,83,6,Medium,Low,High,2,Yes,Yes,Positive,No,5,Female
26,98,7,Medium,Medium,Medium,4,Yes,Yes,Positive,No,1,Female
25,92,9,Medium,Low,High,1,Yes,Yes,Negative,No,5,Female
13,83,7,Medium,High,Medium,1,Yes,No,Neutral,No,4,Female
25,86,6,Medium,High,Medium,2,Yes,No,Positive,No,5,Male
20,97,6,Low,Medium,High,1,Yes,No,Positive,No,3,Female
20,77,7,High,Low,High,0,Yes,Yes,Neutral,No,3,Male
20,73,6,Low,Medium,High,3,Yes,No,Neutral,No,4,Female
19,99,5,Low,Medium,High,0,Yes,Yes,Neutral,No,2,Male
27,95,5,Low,Medium,Medium,3,Yes,No,Neutral,No,4,Male
19,73,9,High,Low,High,1,Yes,Yes,Positive,No,4,Female
13,79,7,Low,Medium,High,3,No,Yes,Neutral,No,2,Female
18,77,7,High,Medium,High,3,No,Yes,Neutral,Yes,3,Female
21,66,6,Low,High,Medium,3,Yes,Yes,Neutral,No,1,Female
27,98,6,Low,High,Low,0,Yes,Yes,Neutral,No,4,Male
24,76,6,Medium,Medium,Medium,2,Yes,Yes,Negative,No,3,Female
15,95,7,High,Medium,Medium,0,Yes,Yes,Negative,No,3,Female
35,68,5,Medium,Low,High,0,Yes,Yes,Positive,Yes,4,Male
22,82,9,Low,Medium,Medium,2,Yes,Yes,Neutral,No,2,Male
28,61,7,High,High,Medium,1,Yes,No,Positive,No,4,Male
19,91,7,Low,Medium,High,3,Yes,No,Negative,No,3,Female
23,83,8,Medium,Low,Low,2,Yes,No,Neutral,Yes,2,Male
25,85,8,Medium,Medium,Medium,2,Yes,No,Neutral,No,4,Male
27,62,6,Low,High,Medium,1,Yes,No,Positive,No,2,Male
26,68,8,Medium,Medium,Medium,2,Yes,No,Positive,No,3,Male
25,63,8,Medium,Low,Medium,1,Yes,No,Positive,No,1,Female
18,72,7,High,High,High,1,Yes,Yes,Negative,Yes,2,Female
17,85,9,Medium,Medium,Medium,1,Yes,Yes,Neutral,No,2,Male
22,83,8,Medium,Medium,Low,3,Yes,Yes,Negative,No,4,Male
26,84,8,Medium,Medium,Medium,5,Yes,No,Neutral,No,2,Male
19,82,9,Medium,High,Low,1,Yes,No,Neutral,No,3,Female
26,71,7,Medium,High,Medium,3,Yes,Yes,Positive,No,2,Male
29,70,7,Low,Medium,Low,1,Yes,Yes,Positive,No,4,Male
15,65,8,Medium,Low,High,4,Yes,Yes,Neutral,Yes,3,Female
15,94,7,Medium,Medium,Medium,0,Yes,No,Positive,No,2,Male
19,85,8,Medium,Low,Low,2,Yes,Yes,Neutral,No,4,Female
22,67,6,Low,Low,Medium,1,Yes,Yes,Neutral,No,4,Male
17,67,4,Medium,Medium,Medium,3,Yes,Yes,Negative,No,2,Female
28,95,8,High,Low,Medium,3,Yes,No,Negative,No,4,Male
23,90,5,Low,High,Medium,2,Yes,No,Negative,No,2,Male
20,86,6,Medium,Low,High,1,Yes,No,Neutral,Yes,2,Male
11,76,8,Low,Medium,Medium,1,Yes,Yes,Neutral,Yes,3,Female
12,70,8,Medium,Low,Medium,2,Yes,Yes,Negative,No,4,Female
22,99,9,Medium,Medium,High,2,Yes,Yes,Negative,Yes,4,Male
7,92,4,Medium,Low,Medium,0,Yes,Yes,Positive,No,1,Female
26,72,7,Low,Medium,Low,2,Yes,No,Neutral,No,4,Female
19,94,7,Medium,High,Low,2,Yes,Yes,Negative,No,5,Female
39,90,8,High,High,High,2,Yes,No,Neutral,No,1,Female
34,72,9,Low,Medium,High,1,Yes,Yes,Positive,No,3,Male
19,77,5,Low,Low,Medium,1,Yes,No,Neutral,No,3,Female
19,67,7,High,Low,Medium,0,Yes,Yes,Positive,No,4,Male
26,64,8,Low,High,Low,3,Yes,Yes,Neutral,No,2,Male
30,89,6,Medium,Medium,Medium,3,Yes,No,Neutral,No,3,Male
10,71,10,Low,Medium,Low,4,Yes,No,Positive,No,3,Female
9,93,6,Low,High,Low,1,Yes,Yes,Positive,No,2,Female
16,100,7,Medium,High,High,4,Yes,No,Negative,No,4,Female
23,63,5,Medium,High,Medium,2,Yes,Yes,Neutral,No,2,Female
23,79,7,Low,High,Low,0,Yes,Yes,Neutral,No,4,Female
26,92,4,Medium,Medium,High,2,Yes,No,Positive,No,4,Male
13,92,7,Medium,High,High,2,Yes,Yes,Positive,No,4,Male
6,90,9,Medium,Medium,Medium,2,Yes,Yes,Positive,No,2,Male
25,74,5,High,High,High,1,Yes,No,Positive,No,5,Male
15,78,5,Medium,Medium,Medium,0,Yes,No,Positive,Yes,1,Male
8,84,9,Low,Medium,Low,1,Yes,Yes,Positive,No,2,Male
21,99,9,Low,Medium,Low,1,Yes,Yes,Negative,No,2,Female
25,73,5,Medium,Low,Medium,1,Yes,Yes,Neutral,No,5,Female
19,97,10,High,Medium,Low,3,Yes,Yes,Neutral,No,4,Female
17,71,8,Low,Medium,Medium,2,Yes,No,Neutral,No,3,Female
19,100,9,High,Medium,Low,1,Yes,Yes,Negative,Yes,4,Male
18,87,6,Low,Medium,Medium,1,Yes,Yes,Neutral,No,4,Female
12,79,9,Low,Medium,Low,1,Yes,No,Positive,No,2,Male
16,85,7,High,Low,Medium,1,Yes,No,Neutral,No,2,Male
23,71,7,Low,Medium,Medium,1,Yes,No,Positive,No,4,Female
22,71,8,Medium,High,Medium,2,Yes,Yes,Negative,No,2,Male
21,65,6,Medium,Medium,Medium,3,Yes,No,Neutral,No,4,Male
14,65,5,Low,Medium,High,3,Yes,Yes,Negative,No,2,Male
19,74,7,Medium,Medium,High,2,Yes,Yes,Negative,No,2,Female
7,91,7,High,High,Medium,3,No,No,Neutral,No,3,Female
21,84,6,Medium,Medium,Medium,2,Yes,Yes,Negative,No,5,Male
29,64,9,Medium,Low,Medium,0,Yes,No,Negative,No,2,Female
11,94,10,Medium,High,Low,1,Yes,Yes,Neutral,No,3,Male
16,84,6,Low,High,Low,3,No,No,Neutral,No,3,Male
22,98,7,Medium,High,Medium,1,Yes,Yes,Positive,No,1,Male
28,87,6,Medium,Medium,Medium,4,Yes,No,Neutral,No,3,Female
17,67,10,Medium,High,Low,1,Yes,No,Positive,No,3,Male
16,79,8,Medium,Medium,Medium,0,Yes,No,Neutral,No,4,Male
8,86,8,Low,High,Low,1,Yes,Yes,Neutral,No,1,Male
21,61,9,Medium,High,High,1,Yes,No,Neutral,No,3,Male
32,61,7,High,High,Medium,0,Yes,Yes,Positive,No,3,Female
22,65,7,Low,Medium,Low,2,No,Yes,Positive,No,4,Male
20,70,9,Low,High,Medium,3,Yes,No,Neutral,No,4,Male
22,77,8,Medium,Low,Medium,3,Yes,Yes,Positive,No,4,Male
20,79,6,Medium,Low,Medium,0,Yes,Yes,Positive,No,2,Male
15,66,6,Low,Medium,Medium,2,Yes,No,Negative,No,3,Female
25,87,6,Medium,Medium,Medium,0,No,Yes,Neutral,Yes,2,Male
21,84,9,Medium,Low,High,1,Yes,No,Negative,No,3,Male
20,72,9,Low,Medium,Medium,1,Yes,No,Neutral,No,2,Male
14,61,10,Medium,Low,Medium,2,No,Yes,Neutral,No,4,Male
28,63,6,Low,Medium,High,0,Yes,Yes,Positive,No,2,Female
24,76,7,Medium,High,Low,4,Yes,No,Neutral,No,2,Female
17,66,6,Medium,High,Medium,2,Yes,No,Positive,Yes,3,Female
26,75,7,Medium,Medium,Low,2,Yes,Yes,Neutral,No,3,Male
17,85,8,Low,High,Low,2,Yes,Yes,Positive,No,3,Female
15,82,7,Medium,Medium,Medium,3,Yes,Yes,Negative,No,2,Female
15,69,9,Low,High,Low,1,Yes,No,Positive,No,2,Female
9,74,6,Low,Medium,Low,3,Yes,No,Positive,No,2,Female
23,85,8,Low,High,Medium,0,Yes,Yes,Negative,No,4,Female
9,94,6,Low,High,Low,0,Yes,No,Positive,No,3,Male
13,90,4,High,Medium,High,1,Yes,No,Neutral,Yes,4,Male
8,82,5,Medium,Medium,High,0,No,Yes,Negative,No,3,Female
19,74,7,High,Medium,Medium,1,Yes,No,Positive,No,3,Male
19,75,10,Low,Medium,High,0,Yes,No,Positive,No,2,Female
18,95,6,Medium,Medium,Medium,0,Yes,No,Positive,Yes,3,Female
14,62,7,Low,Medium,High,2,Yes,Yes,Positive,No,2,Female
13,100,8,Low,Medium,Low,1,Yes,Yes,Neutral,No,3,Male
23,87,6,Medium,Medium,High,1,Yes,No,Negative,No,3,Male
17,87,6,Medium,High,High,2,Yes,Yes,Neutral,No,3,Male
22,62,7,Low,High,Medium,4,Yes,Yes,Negative,No,2,Female
15,84,6,Medium,Low,Medium,3,Yes,Yes,Positive,No,3,Female
21,79,4,Low,Medium,High,0,Yes,No,Negative,No,2,Female
28,64,6,Medium,Low,Medium,0,Yes,Yes,Neutral,No,4,Male
24,71,8,Medium,Low,Medium,2,No,No,Negative,No,3,Female
18,96,8,Medium,Medium,Low,1,Yes,Yes,Negative,No,2,Female
22,82,9,Medium,High,Low,1,Yes,No,Negative,No,3,Male
19,77,9,Medium,High,Low,2,Yes,Yes,Positive,No,4,Female
20,63,6,Medium,Medium,Medium,2,No,Yes,Neutral,No,3,Female
18,89,6,Medium,Medium,Medium,3,Yes,Yes,Positive,No,3,Female
19,88,6,Medium,High,High,3,Yes,No,Positive,No,2,Female
21,85,7,Medium,High,Medium,0,Yes,Yes,Neutral,No,4,Male
14,80,6,Medium,High,Medium,0,Yes,No,Negative,No,2,Male
14,77,7,Low,Low,Low,2,Yes,No,Positive,No,2,Female
12,84,6,High,Medium,High,1,Yes,Yes,Negative,No,3,Female
10,69,8,Medium,Low,Medium,1,Yes,No,Negative,No,3,Female
13,98,6,Medium,Medium,High,1,Yes,Yes,Positive,No,1,Female
21,84,6,High,High,Low,2,Yes,No,Positive,Yes,4,Male
15,72,8,High,Medium,Medium,0,Yes,Yes,Positive,No,2,Female
23,78,8,Medium,High,Medium,1,Yes,No,Neutral,Yes,2,Male
20,92,7,Low,Medium,Low,1,Yes,No,Positive,No,5,Male
8,66,8,Medium,High,High,0,Yes,Yes,Positive,No,4,Male
24,72,8,Low,Low,Medium,1,Yes,Yes,Positive,No,2,Female
25,87,10,Medium,Low,Medium,4,Yes,Yes,Neutral,Yes,3,Female
14,73,8,Medium,Medium,High,2,Yes,No,Negative,No,2,Male
23,92,10,Medium,Low,Medium,1,Yes,Yes,Neutral,No,3,Male
15,65,7,Medium,High,Low,3,No,Yes,Positive,Yes,3,Female
21,91,9,Medium,Low,High,2,Yes,Yes,Neutral,No,3,Female
12,63,9,Low,High,Medium,1,Yes,No,Positive,No,3,Female
9,61,7,Medium,Low,High,0,Yes,Yes,Positive,Yes,2,Male
18,96,6,Medium,Medium,High,2,Yes,Yes,Positive,No,3,Male
